URL,Label
https://stwnhb.com/,1
http://sbcjet5.vercel.app/,1
https://chainfix-online.vercel.app/,1
http://zgfwqhjknxbpl.work/,1
https://safetyalertinfluenceteam.vercel.app/ttug_epEgoyMDI0MD&kxNi4wIKX&36sh36FFAS&AFQAw3D3,1
http://suuper3.github.io/,1
http://ata-6712.vercel.app/,1
https://ml.events-games.com/,1
http://telstra-admin.weebly.com/,1
https://se9.buyihi.com/,1
http://avaliadordemarcas.net.br/,1
http://tele-gram-te.rent/,1
http://usernames.vercel.app/,1
http://cf.1020849987.workers.dev/,1
http://yolovarna.wiki/,1
https://vibgyorlinks.com/gtsmbbnrvraii/user.html,1
http://safee-ndax-logiin--sso.webflow.io/,1
http://maskmeeta-loggiz.godaddysites.com/,1
http://bt-102219.weeblysite.com/,1
http://rakautcjoc.ink/,1
http://helloworld.wlwuyan.workers.dev/,1
http://metuamssk-logiye.godaddysites.com/,1
http://communitiy-mettamaske.godaddysites.com/,1
http://nextwhatsapp-for.pages.dev/,1
https://portalfeiraolimpanome.netlify.app/,1
http://kucoyinspaselogni.godaddysites.com/,1
https://naszepogorzale.pl/media/editors/tinymce/index.php,1
https://pub-dd51dc4a20694445aab1f9bc16ecfe18.r2.dev/rackspace.html?username=,1
http://www.ledgerdevicestatus.com/,1
http://www.86339.xyz/hwu6/?PL=MgzDMpKeBxPuTouQlorW0FhG1mvJ5ZOUBBw0jcICpUgcvUrt9t9G3Q4X7wvFEVzp0ZQciaW3&UL=t6A8lrQPnzgdN,1
http://att-107480.weeblysite.com/,1
https://takedownnoticeengageforge.vercel.app/complaint&z,1
http://551004n.cc/,1
http://eeeeeeeeeeee1111.weebly.com/,1
https://spolify-support-premium.codeanyapp.com/Issued/settings/,1
http://bafkreicax54yvax2bwoner2w73u2un4wlwqsinicahmqedzdyjdatptq24.ipfs.flk-ipfs.xyz/,1
http://emoplamsndf.weebly.com/,1
http://whatsappgroup-cyan.vercel.app/,1
http://wap.danieltheartist.com/,1
http://uphold-loogiinn.godaddysites.com/,1
https://cdn.trytraffics.com/rdr/YWE9Mzc4MDYxNTYzJnNlaT0zMDMwMjY0OSZ0az1PaTVHUlRpSEc5Z2RXWEtTWHBqVyZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM=,1
https://talkminfnewuknod.weebly.com/,1
https://tech-restore.weebly.com/,1
http://bostempek.vercel.app/,1
https://bellupdate48ca.weebly.com/,1
http://byfhnjwmzpvrl.work/,1
https://policyviralwave.vercel.app/appeal&form,1
https://requestremovaladcurators.vercel.app/complaint&z/,1
https://nhanqua.lienquan.garema.vn/kQWQI38bV6yIVoKCcfHK8SKAAzD5FiXsw9xmnWCMqHHvfd5svpncrXjbAZ46ASqSY04rJqFB,1
http://3650978.cc/,1
http://kobe0824.pages.dev/,1
http://www.cdn196888888.com/,1
http://vnzxtkbrsmhf.link/,1
https://hsvxfzso.weebly.com/,1
https://sweet-truth-af82.igtyitifweh.workers.dev/admin/,1
http://55100008.cc/,1
https://olx-pl.gereno.cfd/payment/ac9b9543af75/millennium,1
http://www.shorten.is/@authenticateinformationpage9689232695/,1
http://roadrunner43534223.weebly.com/,1
https://olx-pl.bywolis.cfd/payment/ac9b9543af75/millennium,1
http://msft-login.com/,1
http://owhemwyrlp.top/,1
http://linkedin-clone-96766.firebaseapp.com/,1
https://olx-pl.vryq8lo.sbs/payment/ac9b9543af75/millennium,1
http://port02-adf.pages.dev/,1
https://olx-pl.vbileno.sbs/payment/ac9b9543af75/millennium,1
http://alert-account-verify.vercel.app/,1
https://olx-pl.mnikqum.sbs/payment/ac9b9543af75/millennium,1
https://olx-pl.peflerdo.cfd/payment/ac9b9543af75/millennium,1
https://olx-pl.ofliker.cfd/payment/ac9b9543af75/millennium,1
http://amazon8828.cc/,1
http://bitcoinlithium0.pages.dev/,1
https://olx-pl.mudamk.cfd/payment/ac9b9543af75/millennium,1
https://uspss.pages.dev/unzipper.php,1
https://we324msnbi.pages.dev/assets/favicons/default/site.webmanifest,1
https://we324msnbi.pages.dev/Xfi_files/prism-ui.esm-53da3fe.js,1
https://appwebconnect.pages.dev/,1
https://rzx-dnaxpayltercs.cz1.us.kg/,1
https://olx-pl.rafevlik.sbs/payment/ac9b9543af75/millennium,1
http://pqnyfgadjksaf.net/,1
https://olx-pl.plivkorm.sbs/payment/ac9b9543af75/millennium,1
http://tele-dating-group.vercel.app/,1
https://f551001.cc/,1
https://mascropay.com/login/,1
http://sueo.pages.dev/,1
http://our-site-ndax.webflow.io/,1
http://qqxavpsz.wiki/,1
https://safetyalertinfluenceteam.vercel.app/number&,1
http://kjlzxtplsl.duckdns.org/en/,1
https://logi-web-trezuur.webflow.io/,1
http://ndax--sso--auth-io.webflow.io/,1
https://forupsite.com/landingpages/3fd83007-fc62-4ee1-be6e-376e03991247/pibtliyffepp5qziielg2eterwfbvmaobq2way8cbqa,1
https://forupsite.com/landingpages/17f66e2a-58fa-4a44-9835-e2b39cc13342/MEV2zHFpo9d0tVyTnk-a-Zm6rg7pFWnzAg7_l-AhV8s,1
https://protectprivacydigitalgurus.vercel.app/3ae&25&93cf6=5a&1eGK9d0xe13da4b=D400e,1
https://auth--app---cryptocom-sso--d-cdn.webflow.io/,1
http://multichainsol-launchpad.pages.dev/,1
http://eb199.cc/,1
https://www.uspostofficecareer.com/resources/complete-introduction-for-usps-exam/,1
https://dpsjxqgfhzow.love/,1
https://extracashonline.bancaenlinea-bantrab.top/,1
http://web-auth-ndax-auth.webflow.io/,1
https://att-currently-02-13-25.weeblysite.com/,1
https://att-105634.weeblysite.com/,1
http://shaw-104907.weeblysite.com/,1
https://mitini5579.wixsite.com/identifiez-vous,1
https://takedownnoticeengageforge.vercel.app/3ae&25&93cf6=5a&1eGK9d0xe13da4b=D400e,1
http://womanforsexsss.pages.dev/,1
https://pub-3a3f452f8ffb4ce5b09a6d7a2b08766b.r2.dev/index.html?1987cdc754b4440959ca2837d74f03ce62a31eccafda327f2db5107723d60ccc,1
http://mobile.exchange-midasbuy.com/,1
http://metamaskloginiok.godaddysites.com/,1
https://chase-try.firebaseapp.com/,1
http://facebooksupports.tempisite.com/ils972/,1
http://mwsiekdnfjrdufs.weebly.com/,1
http://xvideo-7ho.pages.dev/,1
http://5510000.top/,1
https://chase-try.web.app/,1
http://htitofjpve.club/,1
https://secureyourpagebrandinsight.vercel.app/3ae&2593cf65a&1e9d0xe13da4b400e,1
http://telegram-d1l.pages.dev/,1
http://vless.cloudflarewk.workers.dev/,1
https://kuconlogon.webflow.io/,1
http://shubho-amazon-clone.vercel.app/,1
https://deek30.github.io/N_clone,1
http://ykxsflpzmbd.work/,1
http://888168365.com/,1
https://cabuuh.github.io/NetflixClone.github.io/,1
http://bttvoiceeee.weebly.com/,1
https://b1276.cc/,1
https://b8383.cc/,1
http://weston2255.github.io/,1
https://b8386.cc/,1
http://pzdkwqxmjrn.wiki/,1
http://hiouras.ru.com/wr/new-alibaba,1
http://fossil-gelatinous-ptarmigan.glitch.me/CaBvU.htm,1
https://wedscnail.github.io/uzareentza/biscate/?EoRXRQcJ8LOLDuUp3NBpekxsLuBkKGIpplTg5d8krt8C8rq3=test@hotmail.com,1
http://serviceteasfreem.weebly.com/,1
https://junoupdatesecurity.weebly.com/,1
